EventId,Time,CallId,MobileTerminalId,Service
a5ea00f5-4578-4e05-85ed-0921a8c83c9b,09/17/2019 01:23:33,5d1a4527-1019-4f36-b913-a0da9985a1a3,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Voice
a32c7629-32c4-438c-977a-8f144ddfcf09,09/17/2019 01:23:35,b7b18c11-b887-4ec3-a514-fdef743a6fe3,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Data
37115c15-c247-4651-bd44-1272382e9dd8,09/17/2019 01:23:36,3e1d24f2-d862-4843-953f-0c1e49ed382e,0524ec8b-7bba-449b-bedc-b19d82a749e2,Data
0e2d97d5-d061-4f6e-a0a4-58341d870210,09/17/2019 03:23:24,d6114df8-242c-44b3-a956-25233c4dd100,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Video
59c558af-26b4-48b0-af69-f5aa75b7bade,09/17/2019 03:23:24,471edf45-27e4-4bd1-be63-d106b52a801d,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Data
b9eb9f78-f36b-42cc-ac13-24c80f32505b,09/17/2019 03:23:27,e161e43a-0b09-4a10-b216-26f71b824c75,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Data
125f4622-9077-43c6-a4f1-87b8dcebecc9,09/17/2019 03:23:27,41e40a0b-3431-40fc-8439-ce1ffdbdefe5,53056465-b04a-4000-8c41-1ffe7012e09b,Voice
8ca0558e-bcca-46b7-8566-62d5286b4538,09/17/2019 03:23:29,daf370a9-22a8-4d9b-b9d7-85731a3fc947,0524ec8b-7bba-449b-bedc-b19d82a749e2,Data
ef53af8d-27e2-44e7-9c57-9be8c7051a8b,09/17/2019 03:23:30,3903b49e-c9e1-4955-896b-995347b9e86c,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Voice
83e86af3-5c8a-4ab9-9595-b864b79f967e,09/17/2019 03:23:31,35747a72-21e1-4d92-90f9-acf89940e02f,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Voice
80659115-2d7f-4197-9eb7-b27bda37feb3,09/17/2019 03:23:33,48caca8b-5cbd-48aa-8ea7-cae4371aaacb,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Data
fc383915-a544-4b5c-87f4-793986169744,09/17/2019 03:23:33,a181d360-32ce-4a2c-a383-645a8a28ebd9,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Data
833f54a6-5887-4080-a2ea-19db5ba9fcfe,09/17/2019 03:23:33,451d69f1-3376-44b0-9404-4653fb3d900c,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Voice
c45efd4b-d0e9-44fe-aaad-6844d1892ef8,09/17/2019 05:23:22,d7236225-f800-474e-8fa1-d94c5e3f192c,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Data
f24e78b8-2ac3-473d-b450-b07625282239,09/17/2019 05:23:22,bf6a9166-573d-4b6b-8f72-830c0d57b978,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Data
981f6707-a331-489f-83bb-6ed3319461c1,09/17/2019 05:23:22,450239e7-1de5-4627-a47c-c46d812b6f30,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Video
cfd9b5bc-0f51-4592-a388-cf9dfdf300ed,09/17/2019 05:23:22,c1dc422f-b33f-4e58-95d6-4564abb3b581,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Data
4e652d83-34ee-44b3-84ed-de6f1b13fc6e,09/17/2019 05:23:22,06975f40-e8db-4bf4-a90a-6f98c64afcb7,727219b7-d40f-4fb4-9d26-57c94acb7266,Video
557764cf-62c1-450b-8795-f486ecac61df,09/17/2019 05:23:26,7b67fbba-e3b9-47ce-b231-61ac4fd53902,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Video
29353097-4ea3-42d8-af11-954bfa2b266c,09/17/2019 05:23:26,80af6e69-5eb7-4758-b9f5-1c667afa497f,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Voice
f56764ab-ace3-4d92-b7c4-83c728d1374f,09/17/2019 05:23:27,d5042b0f-db79-48f7-8dde-dea46b27225e,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Video
ce05cc52-8ddc-4b0f-9248-cd4029d590ef,09/17/2019 05:23:27,82dc8e6a-d542-4ed1-84ef-3d8531bcd1ee,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Voice
a59f5053-4f37-469b-915b-7c32b42840fe,09/17/2019 05:23:27,73da6eac-4bdf-4cfe-8745-6a14ef305dcb,727219b7-d40f-4fb4-9d26-57c94acb7266,Data
3af94f56-4499-486a-ab81-9ad90bcbb290,09/17/2019 05:23:29,242c58db-7895-48b6-bd57-1b52b39c5701,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Voice
c6a89457-4640-4915-a355-85ae0cd650c0,09/17/2019 05:23:30,13dd05cb-163a-448b-927c-737b21a05ed8,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Data
e0823946-9b02-4072-bef9-0bc21a8e4be6,09/17/2019 05:23:30,52fcabfb-ba2a-4040-b531-628b793a115b,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Data
3893f260-61bf-4166-9f6a-9cd1d055c200,09/17/2019 05:23:30,007e430a-8e55-464b-92c5-8d2251210873,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Data
a35e8124-18e3-4548-9aad-811f4469e940,09/17/2019 05:23:30,70ec9121-4f32-419e-bd39-16f3f9a3d5c6,53056465-b04a-4000-8c41-1ffe7012e09b,Voice
5d5fa11b-4825-49aa-a1ad-d326534508e0,09/17/2019 05:23:30,ed5cb8f7-80f0-45e0-b5ff-a4420806241e,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Video
54076277-cc38-45bb-b8d0-e4b4ad2167d2,09/17/2019 05:23:30,488320ce-7578-4ec0-89a2-a70fd81d4203,53056465-b04a-4000-8c41-1ffe7012e09b,Video
0d1ad80b-2db8-4752-b16f-648cad0bce69,09/17/2019 05:23:30,6c531003-f264-4272-982d-8cda39c16f6f,0524ec8b-7bba-449b-bedc-b19d82a749e2,Voice
235c7459-3297-44bf-ba86-935069c5a1b5,09/17/2019 05:23:33,60644598-0247-4a47-9007-3e8bec6cc32f,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Voice
81c81299-63ea-48b1-9dd5-3b234f97c2bb,09/17/2019 05:23:36,89f33d35-393d-41ff-aa3f-30d5da4ae3cb,0524ec8b-7bba-449b-bedc-b19d82a749e2,Video
64fe1f5b-b77d-41e7-839d-b591847ccb81,09/17/2019 07:23:22,310d775c-888a-4a1b-a307-28413cee3caa,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Data
e89d473c-9aae-4e8a-a36c-fafa53a903fc,09/17/2019 07:23:22,f3f9fe57-0b73-44fa-ad00-e90706abdb81,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Video
6d1cf48e-1b6a-4613-ab4f-e4c436094307,09/17/2019 07:23:22,a5ff6c1f-62ff-4fb0-9ae1-b89d69351824,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Video
3b98c07b-883f-43ae-9043-53d5ee1f782b,09/17/2019 07:23:22,9484dbb6-3e4b-44ca-9ba9-873a4e03c583,727219b7-d40f-4fb4-9d26-57c94acb7266,Video
aa10d516-90ee-4790-9cfe-ff5cf4b125a6,09/17/2019 07:23:22,2d3f247e-9dc7-49fd-aee1-49ecf166f8b9,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Video
8c88a156-8b36-49ef-90a1-6b5665b47496,09/17/2019 07:23:22,4289a160-a43a-456e-96b2-bf5e0cf6f98f,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Voice
148be38f-8309-4a25-8c09-cf5f4a8c69e7,09/17/2019 07:23:22,2f23a09a-97f1-4a88-bd09-45b2951d26ba,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Data
c13f074f-6021-4f95-80ab-f8a949783445,09/17/2019 07:23:22,33ea7c94-a8c7-45ea-9e1e-c5135290def8,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Data
66ad7458-dde5-4fb6-863b-e3fc2beabb6b,09/17/2019 07:23:24,b3e38d25-5319-4c2b-89ad-dcdf65f97139,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Voice
bde25b45-2512-428b-a5a4-38425749faa0,09/17/2019 07:23:24,56b8df42-cee0-497b-a5c2-514b326a00ae,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Video
f07be002-04b0-4ae8-81b5-9dedbcda5b2f,09/17/2019 07:23:24,983307d7-67af-4f4f-a195-65bcc97500a8,727219b7-d40f-4fb4-9d26-57c94acb7266,Voice
8a80a864-53d8-41c6-b617-02757949b965,09/17/2019 07:23:24,a1e31a70-8e51-47b2-a1e0-088d146e7a79,0524ec8b-7bba-449b-bedc-b19d82a749e2,Data
dde40dce-d9e1-4cc8-a26d-6f9815cb9096,09/17/2019 07:23:26,06b4cd9b-3428-47e2-8104-a69db0064c1a,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Data
086a0a36-aa0e-4175-9f8d-5af12af7d285,09/17/2019 07:23:26,6544f8ef-0076-420e-a844-8b256e1cd1e6,53056465-b04a-4000-8c41-1ffe7012e09b,Video
8639343a-aacc-4c26-8ee2-1c704c1d9d21,09/17/2019 07:23:26,f83ef8a5-69d9-49d8-a07d-19cfa96b765b,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Voice
6bd66592-26a6-46f9-96a4-836a51bdfc74,09/17/2019 07:23:26,b80844c6-88b0-4d8c-91a5-b21a57973df8,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Data
55eff258-36a0-4af8-8cff-2228e0260926,09/17/2019 07:23:27,2727da29-ad88-4ac7-b3dd-4a40a66a433f,0524ec8b-7bba-449b-bedc-b19d82a749e2,Voice
201d4b29-3155-46d3-804c-c9faa0f23c9a,09/17/2019 07:23:27,6a44b18a-7e94-4eec-8ec7-bc2fcfeff99f,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Video
ba0c60cd-7635-44a6-b725-cb65ada72534,09/17/2019 07:23:27,a028e784-633d-4579-8a65-8495db93d1be,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Voice
ee55d852-c12b-49ad-8c69-3b31f28a4df9,09/17/2019 07:23:27,a22e2b0e-43ce-4be4-9789-de558301b0c2,0524ec8b-7bba-449b-bedc-b19d82a749e2,Video
75a70006-3150-43e6-b20b-4103bd03e27a,09/17/2019 07:23:29,e1595088-6f44-4341-82ba-3db4a1b91536,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Voice
297e3634-da8d-4299-88db-34646bce2f06,09/17/2019 07:23:29,7caf1de8-1ae4-4931-90d3-71e134ebb8dc,727219b7-d40f-4fb4-9d26-57c94acb7266,Data
4f86fd67-2261-4137-a520-a790a2a2152d,09/17/2019 07:23:31,f97c3214-5494-4f00-8c12-eac0d8f441fa,53056465-b04a-4000-8c41-1ffe7012e09b,Voice
f88fdaf5-cdf7-4c4f-ac89-78a2913a118f,09/17/2019 07:23:33,b4b5565a-e340-4496-b5f8-d83224e22cab,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Video
41211944-8268-4451-91bd-895dce62532f,09/17/2019 07:23:33,66ee170a-7dd4-43cd-86de-a92f79672067,53056465-b04a-4000-8c41-1ffe7012e09b,Data
be3becd2-ea3c-4e7e-96c2-6508b223f974,09/17/2019 07:23:35,c8f83eb9-a855-4bf5-8df4-a46dd8bc078a,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Video
e67fd470-ce80-4b9b-8107-c970e275c9e8,09/17/2019 07:23:35,0acb1f23-584e-4235-8cf6-425c97cdda24,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Voice
fcae35d3-fcbf-48dc-8a48-5f80c189e0ae,09/17/2019 09:23:22,aabf1c88-e850-461f-b922-4276c3692ad6,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Voice
53575979-132b-4087-8545-c95a9e001df4,09/17/2019 09:23:22,00ccd54b-9048-45a2-a92e-567c344be60c,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Data
34b30932-6875-412b-8ae6-5a2557808cfa,09/17/2019 09:23:22,728311ad-d96e-48ef-b523-6c7658df33ee,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Video
9ce7cb44-5488-437a-91c0-5dae24678f2a,09/17/2019 09:23:22,5dbe6f03-8161-43f1-9c11-bf295d2e89f7,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Data
9b472b90-2ba0-4f14-8b69-16b24139bb56,09/17/2019 09:23:22,ef8b0a2a-5cdb-40f1-830c-088da901d05a,53056465-b04a-4000-8c41-1ffe7012e09b,Voice
a0c76d63-1f39-4fc4-8142-d8698dd5e607,09/17/2019 09:23:22,58204e9b-37f7-4de1-ab3d-bddbfb8bf593,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Data
bd56608e-7958-4980-ae3f-d031332afdee,09/17/2019 09:23:22,66d79713-5497-42d7-b1fb-4a5ae8400f61,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Voice
9feacf11-a0b4-4c9e-bb87-89499ede24be,09/17/2019 09:23:22,6a3ca761-7b58-4d61-90e9-83ff09fd2ca4,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Data
802690c3-6339-42bf-8ac5-ead421350b3b,09/17/2019 09:23:24,333bfb9e-8f91-46a3-af37-4d3d31cc6880,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Video
7fd0b405-ed43-4def-808c-2b9f973ad060,09/17/2019 09:23:24,6cb2095f-fe49-4b3f-96fb-40e9f5bd109e,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Data
5db102b3-30a0-4a39-a0b4-ee1e8474e64b,09/17/2019 09:23:24,c152ecb7-0047-4a64-b22f-6680e11afb6f,0524ec8b-7bba-449b-bedc-b19d82a749e2,Voice
c18c7f49-5c13-4864-8865-7e4952013c02,09/17/2019 09:23:24,224009ca-7736-48ae-869c-c95d7c5b573e,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Data
b7b2588b-f530-4710-90e5-1709c85afa19,09/17/2019 09:23:24,fa989170-7527-41c5-bb22-02fff989fa79,727219b7-d40f-4fb4-9d26-57c94acb7266,Voice
da60d93b-f5a3-416c-8a19-18d7c0a772a2,09/17/2019 09:23:26,547bf80b-2596-4767-91bc-aecb1df938cb,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Video
4066cc5d-3d06-4a83-82fc-c9feacd21b61,09/17/2019 09:23:26,a596f083-eaa8-4cc7-a621-902e9f8e3d79,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Video
afb52128-b7dd-4d72-9f6b-298d5acff2ed,09/17/2019 09:23:26,75618531-fdbd-45f5-96a1-384e17e49321,727219b7-d40f-4fb4-9d26-57c94acb7266,Video
00dbd936-0c6a-4dcd-af39-51faa9b8d882,09/17/2019 09:23:26,422ddd98-5c4c-4b84-ae56-ccead87b601f,53056465-b04a-4000-8c41-1ffe7012e09b,Video
de6f0f08-3c50-493e-90be-36d1ce1861b9,09/17/2019 09:23:27,466d73d8-7160-49ff-87df-68d6fc2cdf86,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Voice
0b620ca3-392d-4839-8638-471980a0c94b,09/17/2019 09:23:27,cf5b6fbf-854a-440a-a2db-e8692387e866,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Video
7736bde5-b011-4cf5-8598-df67c76651c8,09/17/2019 09:23:29,2c82f615-6544-43d2-a655-e888ebfb411f,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Video
86411677-7e65-4227-9482-069e321687ba,09/17/2019 09:23:29,017922b8-2b89-4aa8-ae11-d1b01c48aa3e,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Voice
dcb6bcab-28de-4e97-a0e4-b70573a04125,09/17/2019 09:23:29,39235784-2266-4609-bcaf-9e5637d1e478,0524ec8b-7bba-449b-bedc-b19d82a749e2,Data
9612f48d-c7c4-4a97-a3fe-5dc2efc3f1b1,09/17/2019 09:23:35,f7d20e46-b4ea-459c-b1c0-525c3cd37b39,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Voice
ab1f4012-77d5-47d9-bc2b-94f2db6afe7c,09/17/2019 11:23:22,5ed090d5-c8c4-4033-a7c6-a34c8ee5b38a,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Voice
118286f6-4738-4166-9f3c-c1d7575663f9,09/17/2019 11:23:22,42465ff2-48d8-4343-91f7-ef0687de8a97,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Video
9bad32fd-a434-4982-a106-a4adddeec1e3,09/17/2019 11:23:22,21512873-d33d-4b3e-b5dc-7283ce0148cc,0524ec8b-7bba-449b-bedc-b19d82a749e2,Voice
a3759f3e-ec56-4b20-8d3d-a829f45fb76f,09/17/2019 11:23:22,d2f3ecb1-f162-44a8-b2ac-b5999a02f213,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Data
3d78e5ba-ff84-4d84-abd8-64a23f5c46fb,09/17/2019 11:23:22,8ec7cc93-56ff-4f62-9fa2-3ed586de0a29,727219b7-d40f-4fb4-9d26-57c94acb7266,Voice
1d83fec5-4a0d-4749-b589-7b0b4071a94a,09/17/2019 11:23:22,109c94d7-7bc7-43ca-b45d-f5634b22dd6b,727219b7-d40f-4fb4-9d26-57c94acb7266,Video
b3ae25ef-dcf6-4827-9355-df40dc9d57b8,09/17/2019 11:23:22,dbd71894-8230-4640-9d7c-ba2b618f20f1,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Data
c9f3b0a8-0597-4ea4-a97c-ab6722e0cff8,09/17/2019 11:23:22,ea2d7fe3-19fc-4298-b789-c07434397190,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Voice
a5057a4b-ed64-46ed-af42-ccae288a6fd1,09/17/2019 11:23:22,7b922b96-6028-4200-8257-57a9973c77b7,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Voice
a08759bc-4935-49a6-b164-6d9e05bef906,09/17/2019 11:23:22,a62c5485-eec9-4734-b3c0-84526e75e86f,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Data
ef253bce-f636-4fb9-b0f0-3572ee3ae74a,09/17/2019 11:23:24,18b1877e-8404-44a8-83f1-4f49389c7087,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Video
80dade1f-d8c2-4969-a950-3d6f56ad9435,09/17/2019 11:23:24,e2a0c31f-b68b-482f-a364-a0c390d12a07,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Data
f39427c4-3f51-456c-8102-82091dbb2305,09/17/2019 11:23:24,f23339c2-7acb-4767-acb8-823c0227a280,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Voice
f2ed7a3d-958b-4e7a-8342-8dac332c8ff8,09/17/2019 11:23:26,cb55f153-df48-49d6-b37f-92f1b40e73dc,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Voice
fe006799-523b-4b93-974c-31130c3470d6,09/17/2019 11:23:27,98493cbc-f09e-4ee3-8ef0-87b70840bb98,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Video
bf5178ef-1d2b-4923-8ec0-5af77b5662a6,09/17/2019 11:23:27,d0af9f80-0dd0-4f31-b507-4fcebde791b9,727219b7-d40f-4fb4-9d26-57c94acb7266,Data
4c20f101-6e2c-4edd-9ae4-a6a9ab6bc80b,09/17/2019 11:23:29,ba10da08-242e-4ddd-a9ed-b96b45beb924,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Voice
f50d1b6e-2f8c-40e4-a443-67e27c40db26,09/17/2019 11:23:36,53273a3b-e73c-472e-8a73-05f62d9b6ebb,0524ec8b-7bba-449b-bedc-b19d82a749e2,Video
142d2ddd-ad62-4678-b2a3-a5ad2cea5d87,09/17/2019 13:23:22,b58e101b-490f-478e-9a25-106740975cd6,727219b7-d40f-4fb4-9d26-57c94acb7266,Data
25370950-b2ec-408f-b57c-7e1a4c7fb73f,09/17/2019 13:23:22,787628c2-d54e-4b23-b411-b9fd8a43d1ae,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Data
919e1bef-4f84-453c-9505-3d435f3ec43a,09/17/2019 13:23:22,a7057b57-2f95-4d79-9f5f-2158f41f84e7,727219b7-d40f-4fb4-9d26-57c94acb7266,Video
7f47583e-6dd6-4832-90d6-cbfb4985b6d0,09/17/2019 13:23:22,cae2e38f-c3cf-4c87-899a-e9ea1e9c5a7b,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Video
02687857-617c-435d-9588-1c0f80cf4306,09/17/2019 13:23:22,6b73521c-481e-497b-bb07-0394087165fe,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Data
323f89fd-effb-4e45-8626-8f829235f999,09/17/2019 13:23:22,954481db-a8ba-4277-9b78-8f1d4b53c8bf,53056465-b04a-4000-8c41-1ffe7012e09b,Video
07d527f3-df34-40a9-985b-29b5ee953b2c,09/17/2019 13:23:22,a65a6be7-7970-4f5b-a141-14574dc44654,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Video
c2f08d68-d9bf-416a-8478-6bd5a750ea77,09/17/2019 13:23:22,ade51a0b-8586-444f-b996-5efc57cf6970,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Data
190369ef-66e1-483b-ac06-04c0ff0043bf,09/17/2019 13:23:22,112feac3-a06a-4a99-83c0-e3174ed2c8d8,53056465-b04a-4000-8c41-1ffe7012e09b,Voice
8b8e6970-cbca-44d6-a416-01d69fb52a23,09/17/2019 13:23:22,9d84de3f-ce37-43b7-8e83-ab6635dae7d0,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Voice
21c316aa-9b2d-4766-b117-7fe04120b41e,09/17/2019 13:23:24,e8adc495-8f3f-4877-bb75-0cf458b5ba99,f82554c4-e90d-4acd-b20d-2eb45aa1bcb8,Voice
365f6fde-0536-4e3f-9097-f8654ca2cff6,09/17/2019 13:23:24,71e14a11-e7e3-4332-9021-a9fc9c96f9d9,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Data
24a66c93-a7d6-425d-9564-052c649c3b28,09/17/2019 13:23:24,79a9e675-bd5b-40d6-aea6-14d35bf68886,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Voice
57642f32-eeca-4e3f-bfea-cdc826c38a07,09/17/2019 13:23:24,bdd4f149-9d6a-45ed-ae70-d7ecf9cff989,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Video
7a601008-965b-4bf8-a6e8-f8428f0c3381,09/17/2019 13:23:26,87d13fd8-18bd-46aa-bd96-f7dca7394a64,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Voice
4b5ba57b-83ae-42fe-84e9-725f75dcb7c2,09/17/2019 13:23:26,781344c6-1f03-4397-a364-9f4de2414101,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Voice
ca157177-95b8-4563-b5e2-302831d2529c,09/17/2019 13:23:26,5c448fc7-a3d9-4435-8334-0c21908e4126,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Video
a7cea9fb-1730-4470-8748-28a23a9e6916,09/17/2019 13:23:27,7e572866-6ee2-4c0e-953e-661bfcd70497,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Data
0f322c91-0596-45f7-8149-b6df02ffa697,09/17/2019 13:23:27,29900ef4-0381-43ac-900c-60ca09c772c2,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Video
8ff9b42a-8bd5-4998-9311-fadb461eb702,09/17/2019 13:23:29,bfd2699c-2072-4fd1-9814-1353a4c97073,0524ec8b-7bba-449b-bedc-b19d82a749e2,Video
0747c31f-c491-46b5-a651-e8cbca4d6234,09/17/2019 15:23:22,276d8fb1-8e56-4944-8d24-da0803b257f0,b25aa79a-c0f9-4282-b4f6-a85cfd632248,Video
cdfe49e2-b209-4b46-82f1-ce944e7b9eb8,09/17/2019 15:23:22,c817394f-3561-47a5-aa34-7faf654251a1,727219b7-d40f-4fb4-9d26-57c94acb7266,Data
cafce839-4b1b-4cc2-a641-986a7864aa87,09/17/2019 15:23:22,56136ffb-62ce-4748-b30e-b7c06f22763e,bfe0d1f4-ea2f-48d9-83df-8ae94f34044d,Data
59616944-51fd-4d08-930f-71471e352784,09/17/2019 15:23:22,55c4daaf-6642-4000-a710-8fc83ff8b816,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Voice
6b7520ea-2cb7-4253-b3cd-88875d0df2da,09/17/2019 15:23:22,9ca65c90-c46a-487f-bb4e-9f07779f2802,53056465-b04a-4000-8c41-1ffe7012e09b,Voice
fa7fe929-9adf-4bc3-a0ef-13fd160aec96,09/17/2019 15:23:22,ee76453b-0287-4804-8125-f71c6efbdcd9,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Data
bf864758-c2f5-4274-8f2d-f0d84e81d76e,09/17/2019 15:23:22,301bb673-da1a-455b-890f-5bd9b0b11929,727219b7-d40f-4fb4-9d26-57c94acb7266,Voice
e07d92a2-e4f2-4e5b-8df0-efe3dafac649,09/17/2019 15:23:22,1b23a536-5ac0-4e47-8a5a-057754fc55b6,3d673ff7-d7ff-45ae-9c73-8a90cc40989e,Video
965320b1-3a55-458f-b800-04d907865a65,09/17/2019 15:23:22,2f99ac76-150e-4d55-86c6-5f0480b9e76b,8aa12689-cba2-4b83-98a9-901c2c9ce09f,Data
c729629a-5cb6-4c78-8f4c-69c11468e94b,09/17/2019 15:23:22,b8ff9bab-8206-4b21-bc28-589e19b0b61c,7e36e17a-ba6c-45ec-b0af-11d2c016cf00,Voice
0b9a4a82-f7fa-4bd8-b85c-02a5130b9286,09/17/2019 15:23:22,12ac4e95-ad88-4980-8a31-05cb52a5d8f6,47b7969d-ce8f-498a-8f8c-e43e4235a0f3,Video
